58;Jonatan David;Financeiro;R$ 18.433,37]
59;Francisco Rosenilson;Administrativo;R$ 19.413,25]
60;Francisco Rosenilson;Recursos Humanos;R$ 11.418,97]
61;Francisco Rosenilson;Recursos Humanos;R$ 2.948,84]
62;Leonardo Guilherme;Recursos Humanos;R$ 9.453,92]
63;Jonatan David;Financeiro;R$ 10.865,67]
64;Jonatan David;Administrativo;R$ 7.194,70]
65;Leonardo Guilherme;Recursos Humanos;R$ 17.798,67]
66;Leonardo Guilherme;Administrativo;R$ 12.678,03]
67;Leonardo Guilherme;Administrativo;R$ 12.642,80]
68;Francisco Rosenilson;Administrativo;R$ 10.468,15]
69;Francisco Rosenilson;Recursos Humanos;R$ 16.815,42]
70;Pedro Lucas;Recursos Humanos;R$ 17.366,19]
71;Jonatan David;Recursos Humanos;R$ 11.457,84]
72;Francisco Rosenilson;Financeiro;R$ 19.709,73]
73;Francisco Rosenilson;Financeiro;R$ 7.409,53]
74;Francisco Rosenilson;Administrativo;R$ 7.542,15]
75;Leonardo Guilherme;Recursos Humanos;R$ 11.571,86]
76;Pedro Lucas;Financeiro;R$ 18.746,22]
77;Jonatan David;Administrativo;R$ 9.623,72]
78;Jonatan David;Recursos Humanos;R$ 11.613,23]
79;Jonatan David;Financeiro;R$ 19.959,78]
80;Francisco Rosenilson;Financeiro;R$ 19.258,10]
81;Leonardo Guilherme;Administrativo;R$ 11.192,66]
82;Francisco Rosenilson;Recursos Humanos;R$ 9.793,53]
83;Francisco Rosenilson;Administrativo;R$ 5.593,69]
84;Leonardo Guilherme;Administrativo;R$ 16.239,89]
85;Jonatan David;Financeiro;R$ 15.442,49]
86;Francisco Rosenilson;Recursos Humanos;R$ 17.775,26]
87;Pedro Lucas;Administrativo;R$ 8.413,78]
88;Leonardo Guilherme;Administrativo;R$ 15.118,85]
89;Leonardo Guilherme;Financeiro;R$ 17.850,76]
90;Francisco Rosenilson;Recursos Humanos;R$ 3.593,54]
91;Francisco Rosenilson;Recursos Humanos;R$ 2.057,23]
92;Leonardo Guilherme;Financeiro;R$ 5.727,23]
93;Leonardo Guilherme;Financeiro;R$ 3.586,81]
94;Francisco Rosenilson;Recursos Humanos;R$ 19.130,05]
95;Leonardo Guilherme;Recursos Humanos;R$ 18.915,28]
96;Pedro Lucas;Financeiro;R$ 14.823,60]
97;Leonardo Guilherme;Administrativo;R$ 8.853,19]
98;Francisco Rosenilson;Financeiro;R$ 14.200,74]
99;Jonatan David;Recursos Humanos;R$ 6.588,95]
100;Pedro Lucas;Financeiro;R$ 13.358,32]
101;Pedro Lucas;Financeiro;R$ 5.348,17]
102;Francisco Rosenilson;Administrativo;R$ 11.672,97]
103;Leonardo Guilherme;Administrativo;R$ 5.313,56]
104;Leonardo Guilherme;Administrativo;R$ 17.178,64]
105;Leonardo Guilherme;Financeiro;R$ 19.669,90]
106;Francisco Rosenilson;Administrativo;R$ 12.557,39]
107;Leonardo Guilherme;Recursos Humanos;R$ 16.422,47]
108;Francisco Rosenilson;Administrativo;R$ 4.368,70]
109;Francisco Rosenilson;Recursos Humanos;R$ 3.982,30]
110;Francisco Rosenilson;Financeiro;R$ 12.519,88]
111;Pedro Lucas;Administrativo;R$ 16.420,33]
112;Francisco Rosenilson;Recursos Humanos;R$ 14.919,69]
113;Leonardo Guilherme;Financeiro;R$ 4.763,18]
114;Leonardo Guilherme;Financeiro;R$ 11.758,78]
115;Pedro Lucas;Financeiro;R$ 17.736,08]
116;Jonatan David;Financeiro;R$ 10.925,59]
117;Leonardo Guilherme;Administrativo;R$ 10.954,80]
118;Francisco Rosenilson;Administrativo;R$ 12.692,87]
119;Leonardo Guilherme;Recursos Humanos;R$ 9.726,12]
120;Leonardo Guilherme;Administrativo;R$ 15.999,63]
121;Leonardo Guilherme;Administrativo;R$ 19.337,23]
122;Pedro Lucas;Administrativo;R$ 4.405,28]
123;Francisco Rosenilson;Administrativo;R$ 13.997,93]
124;Pedro Lucas;Recursos Humanos;R$ 13.107,01]
125;Jonatan David;Financeiro;R$ 13.444,72]
126;Francisco Rosenilson;Financeiro;R$ 9.288,72]
127;Francisco Rosenilson;Administrativo;R$ 6.624,41]
128;Pedro Lucas;Recursos Humanos;R$ 2.508,94]
129;Pedro Lucas;Recursos Humanos;R$ 6.845,58]
130;Leonardo Guilherme;Recursos Humanos;R$ 19.837,31]
131;Francisco Rosenilson;Financeiro;R$ 4.319,22]
132;Francisco Rosenilson;Financeiro;R$ 14.013,59]
133;Jonatan David;Financeiro;R$ 18.105,73]
134;Leonardo Guilherme;Financeiro;R$ 18.030,29]
135;Pedro Lucas;Financeiro;R$ 4.143,66]
136;Leonardo Guilherme;Recursos Humanos;R$ 16.228,98]
137;Pedro Lucas;Financeiro;R$ 11.256,25]
138;Leonardo Guilherme;Recursos Humanos;R$ 4.253,05]
139;Jonatan David;Financeiro;R$ 10.815,02]
140;Francisco Rosenilson;Financeiro;R$ 12.013,33]
141;Pedro Lucas;Administrativo;R$ 2.085,32]
142;Jonatan David;Financeiro;R$ 3.200,62]
143;Pedro Lucas;Financeiro;R$ 12.187,12]
144;Pedro Lucas;Financeiro;R$ 19.818,10]
145;Jonatan David;Financeiro;R$ 13.074,78]
146;Pedro Lucas;Financeiro;R$ 18.709,03]
147;Leonardo Guilherme;Recursos Humanos;R$ 19.973,01]
148;Pedro Lucas;Recursos Humanos;R$ 5.119,04]
149;Leonardo Guilherme;Administrativo;R$ 14.301,66]
150;Francisco Rosenilson;Recursos Humanos;R$ 3.959,90]
151;Leonardo Guilherme;Financeiro;R$ 9.280,42]
152;Jonatan David;Recursos Humanos;R$ 10.630,55]
153;Leonardo Guilherme;Financeiro;R$ 10.125,03]
154;Pedro Lucas;Financeiro;R$ 8.003,44]
155;Jonatan David;Recursos Humanos;R$ 9.030,02]
156;Jonatan David;Administrativo;R$ 18.498,69]
157;Leonardo Guilherme;Recursos Humanos;R$ 3.978,36]
158;Francisco Rosenilson;Administrativo;R$ 16.045,27]
159;Jonatan David;Financeiro;R$ 5.827,04]
160;Francisco Rosenilson;Recursos Humanos;R$ 18.168,17]
161;Jonatan David;Recursos Humanos;R$ 10.087,86]
162;Pedro Lucas;Administrativo;R$ 13.442,34]
163;Francisco Rosenilson;Recursos Humanos;R$ 12.356,36]
164;Francisco Rosenilson;Recursos Humanos;R$ 2.118,53]
165;Leonardo Guilherme;Recursos Humanos;R$ 15.437,00]
166;Pedro Lucas;Financeiro;R$ 15.853,32]
167;Leonardo Guilherme;Administrativo;R$ 7.871,52]
168;Jonatan David;Recursos Humanos;R$ 12.164,97]
169;Leonardo Guilherme;Recursos Humanos;R$ 15.797,53]
170;Leonardo Guilherme;Recursos Humanos;R$ 10.488,63]
171;Jonatan David;Administrativo;R$ 2.847,94]
172;Francisco Rosenilson;Administrativo;R$ 3.519,03]
173;Pedro Lucas;Recursos Humanos;R$ 2.147,46]
174;Jonatan David;Administrativo;R$ 9.905,58]
175;Pedro Lucas;Recursos Humanos;R$ 16.370,55]
176;Pedro Lucas;Recursos Humanos;R$ 18.304,45]
177;Jonatan David;Financeiro;R$ 12.295,99]
178;Francisco Rosenilson;Administrativo;R$ 10.293,86]
179;Pedro Lucas;Financeiro;R$ 11.326,30]
180;Francisco Rosenilson;Recursos Humanos;R$ 12.723,62]
181;Pedro Lucas;Administrativo;R$ 7.036,13]
182;Jonatan David;Financeiro;R$ 10.696,66]
183;Jonatan David;Administrativo;R$ 16.971,80]
184;Pedro Lucas;Financeiro;R$ 18.569,76]
185;Leonardo Guilherme;Administrativo;R$ 18.644,93]
186;Jonatan David;Financeiro;R$ 2.112,83]
187;Jonatan David;Recursos Humanos;R$ 6.946,33]
188;Francisco Rosenilson;Financeiro;R$ 10.280,29]
189;Leonardo Guilherme;Financeiro;R$ 16.051,88]
190;Pedro Lucas;Financeiro;R$ 19.925,28]
191;Francisco Rosenilson;Administrativo;R$ 5.300,64]
192;Leonardo Guilherme;Administrativo;R$ 5.226,67]
193;Jonatan David;Administrativo;R$ 15.495,70]
194;Francisco Rosenilson;Financeiro;R$ 15.601,03]
195;Francisco Rosenilson;Recursos Humanos;R$ 15.611,86]
196;Francisco Rosenilson;Financeiro;R$ 11.435,93]
197;Francisco Rosenilson;Recursos Humanos;R$ 15.989,82]
198;Leonardo Guilherme;Administrativo;R$ 10.108,12]
199;Pedro Lucas;Financeiro;R$ 2.754,63]
200;Francisco Rosenilson;Administrativo;R$ 17.439,36]
201;Francisco Rosenilson;Recursos Humanos;R$ 9.416,96]
202;Francisco Rosenilson;Recursos Humanos;R$ 5.994,86]
203;Pedro Lucas;Financeiro;R$ 17.399,09]
204;Francisco Rosenilson;Administrativo;R$ 7.443,53]
205;Pedro Lucas;Recursos Humanos;R$ 13.572,93]
206;Leonardo Guilherme;Recursos Humanos;R$ 3.576,46]
207;Jonatan David;Recursos Humanos;R$ 17.805,78]
208;Francisco Rosenilson;Recursos Humanos;R$ 7.519,03]
209;Pedro Lucas;Financeiro;R$ 8.980,23]
210;Pedro Lucas;Financeiro;R$ 3.174,69]
211;Leonardo Guilherme;Administrativo;R$ 9.987,80]
212;Jonatan David;Financeiro;R$ 11.002,20]
213;Pedro Lucas;Financeiro;R$ 6.791,48]
214;Jonatan David;Administrativo;R$ 5.855,59]
215;Francisco Rosenilson;Recursos Humanos;R$ 15.810,73]
216;Jonatan David;Financeiro;R$ 13.805,25]
217;Leonardo Guilherme;Recursos Humanos;R$ 11.603,21]
218;Pedro Lucas;Recursos Humanos;R$ 11.610,72]
219;Pedro Lucas;Financeiro;R$ 13.100,35]
220;Leonardo Guilherme;Administrativo;R$ 16.829,95]
221;Leonardo Guilherme;Administrativo;R$ 7.500,23]
222;Jonatan David;Recursos Humanos;R$ 18.427,15]
223;Pedro Lucas;Recursos Humanos;R$ 14.328,67]
224;Leonardo Guilherme;Administrativo;R$ 19.180,27]
225;Jonatan David;Recursos Humanos;R$ 10.150,88]
226;Pedro Lucas;Recursos Humanos;R$ 12.191,65]
227;Francisco Rosenilson;Financeiro;R$ 4.948,54]
228;Jonatan David;Recursos Humanos;R$ 12.369,36]
229;Leonardo Guilherme;Financeiro;R$ 16.273,51]
230;Pedro Lucas;Financeiro;R$ 13.874,17]
231;Leonardo Guilherme;Financeiro;R$ 6.947,05]
232;Leonardo Guilherme;Administrativo;R$ 8.215,99]
233;Pedro Lucas;Financeiro;R$ 10.294,49]
234;Jonatan David;Financeiro;R$ 2.936,17]
235;Francisco Rosenilson;Financeiro;R$ 15.688,24]
236;Jonatan David;Recursos Humanos;R$ 11.625,99]
237;Francisco Rosenilson;Recursos Humanos;R$ 12.518,05]
238;Francisco Rosenilson;Recursos Humanos;R$ 8.408,95]
239;Francisco Rosenilson;Administrativo;R$ 12.615,17]
240;Pedro Lucas;Administrativo;R$ 15.953,81]
241;Leonardo Guilherme;Financeiro;R$ 13.628,30]
242;Jonatan David;Recursos Humanos;R$ 15.587,27]
243;Leonardo Guilherme;Recursos Humanos;R$ 8.881,90]
244;Francisco Rosenilson;Recursos Humanos;R$ 13.139,64]
245;Jonatan David;Financeiro;R$ 4.843,66]
246;Pedro Lucas;Administrativo;R$ 6.783,80]
247;Leonardo Guilherme;Financeiro;R$ 7.485,54]
248;Pedro Lucas;Recursos Humanos;R$ 15.317,32]
249;Jonatan David;Administrativo;R$ 11.544,14]
250;Leonardo Guilherme;Financeiro;R$ 9.089,34]
251;Pedro Lucas;Administrativo;R$ 9.968,77]
252;Pedro Lucas;Recursos Humanos;R$ 17.088,42]
253;Leonardo Guilherme;Administrativo;R$ 6.691,68]
254;Francisco Rosenilson;Financeiro;R$ 8.584,53]
255;Pedro Lucas;Administrativo;R$ 18.263,05]
256;Leonardo Guilherme;Financeiro;R$ 12.157,74]
257;Leonardo Guilherme;Financeiro;R$ 16.863,84]
258;Francisco Rosenilson;Financeiro;R$ 8.948,07]
259;Pedro Lucas;Financeiro;R$ 4.743,00]
260;Jonatan David;Financeiro;R$ 2.525,61]
261;Jonatan David;Administrativo;R$ 18.221,31]
262;Pedro Lucas;Financeiro;R$ 12.906,82]
263;Pedro Lucas;Financeiro;R$ 8.062,00]
264;Leonardo Guilherme;Recursos Humanos;R$ 14.932,23]
265;Pedro Lucas;Recursos Humanos;R$ 16.229,37]
266;Francisco Rosenilson;Administrativo;R$ 15.473,24]
267;Jonatan David;Financeiro;R$ 12.839,59]
268;Leonardo Guilherme;Administrativo;R$ 17.749,40]
269;Leonardo Guilherme;Financeiro;R$ 5.453,70]
270;Jonatan David;Administrativo;R$ 12.415,29]
271;Francisco Rosenilson;Recursos Humanos;R$ 13.770,85]
272;Pedro Lucas;Financeiro;R$ 14.014,97]
273;Leonardo Guilherme;Recursos Humanos;R$ 14.250,88]
274;Leonardo Guilherme;Administrativo;R$ 13.904,23]
275;Pedro Lucas;Financeiro;R$ 3.228,04]
276;Pedro Lucas;Recursos Humanos;R$ 14.805,30]
277;Jonatan David;Financeiro;R$ 11.673,84]
278;Leonardo Guilherme;Recursos Humanos;R$ 3.785,54]
279;Francisco Rosenilson;Financeiro;R$ 3.924,91]
280;Pedro Lucas;Financeiro;R$ 15.641,06]
281;Leonardo Guilherme;Recursos Humanos;R$ 16.412,55]
282;Francisco Rosenilson;Recursos Humanos;R$ 5.418,40]
283;Francisco Rosenilson;Recursos Humanos;R$ 2.713,91]
284;Jonatan David;Recursos Humanos;R$ 13.121,57]
285;Francisco Rosenilson;Recursos Humanos;R$ 14.090,34]
286;Jonatan David;Recursos Humanos;R$ 5.528,86]
287;Francisco Rosenilson;Recursos Humanos;R$ 6.086,70]
288;Pedro Lucas;Administrativo;R$ 13.483,26]
289;Jonatan David;Recursos Humanos;R$ 13.736,16]
290;Pedro Lucas;Administrativo;R$ 14.022,25]
291;Pedro Lucas;Financeiro;R$ 10.448,15]
292;Jonatan David;Recursos Humanos;R$ 7.277,24]
293;Francisco Rosenilson;Administrativo;R$ 2.752,93]
294;Pedro Lucas;Recursos Humanos;R$ 2.199,84]
295;Jonatan David;Administrativo;R$ 8.734,26]
296;Pedro Lucas;Financeiro;R$ 14.861,53]
297;Pedro Lucas;Recursos Humanos;R$ 14.202,59]
298;Leonardo Guilherme;Administrativo;R$ 6.325,42]
299;Jonatan David;Administrativo;R$ 15.444,25]
300;Jonatan David;Recursos Humanos;R$ 5.903,13]
301;Pedro Lucas;Financeiro;R$ 2.727,83]
302;Francisco Rosenilson;Recursos Humanos;R$ 3.986,75]
303;Jonatan David;Financeiro;R$ 6.657,15]
304;Jonatan David;Recursos Humanos;R$ 4.585,35]
305;Jonatan David;Administrativo;R$ 3.931,07]
306;Leonardo Guilherme;Financeiro;R$ 3.197,49]
307;Leonardo Guilherme;Recursos Humanos;R$ 18.103,21]
308;Leonardo Guilherme;Administrativo;R$ 12.715,56]
309;Francisco Rosenilson;Financeiro;R$ 12.530,90]
310;Francisco Rosenilson;Financeiro;R$ 14.684,73]
311;Leonardo Guilherme;Financeiro;R$ 18.860,37]
312;Pedro Lucas;Administrativo;R$ 17.428,88]
313;Jonatan David;Administrativo;R$ 9.116,24]
314;Jonatan David;Administrativo;R$ 14.307,57]
315;Leonardo Guilherme;Administrativo;R$ 10.746,30]
316;Francisco Rosenilson;Recursos Humanos;R$ 12.682,91]
317;Francisco Rosenilson;Financeiro;R$ 11.818,65]
318;Leonardo Guilherme;Administrativo;R$ 7.051,86]
319;Francisco Rosenilson;Administrativo;R$ 15.976,01]
320;Pedro Lucas;Recursos Humanos;R$ 4.238,97]
321;Jonatan David;Administrativo;R$ 15.723,04]
322;Leonardo Guilherme;Recursos Humanos;R$ 2.546,74]
323;Francisco Rosenilson;Financeiro;R$ 16.155,67]
324;Pedro Lucas;Recursos Humanos;R$ 8.325,05]
325;Leonardo Guilherme;Recursos Humanos;R$ 11.337,02]
326;Pedro Lucas;Administrativo;R$ 4.547,93]
327;Jonatan David;Financeiro;R$ 18.182,74]
328;Leonardo Guilherme;Recursos Humanos;R$ 4.675,89]
329;Francisco Rosenilson;Administrativo;R$ 7.939,41]
330;Leonardo Guilherme;Administrativo;R$ 13.333,32]
331;Leonardo Guilherme;Administrativo;R$ 13.122,75]
332;Francisco Rosenilson;Administrativo;R$ 7.145,45]
333;Jonatan David;Financeiro;R$ 10.127,97]
334;Pedro Lucas;Recursos Humanos;R$ 8.456,12]
335;Francisco Rosenilson;Recursos Humanos;R$ 12.633,15]
336;Leonardo Guilherme;Administrativo;R$ 5.586,98]
337;Francisco Rosenilson;Financeiro;R$ 8.386,82]
338;Leonardo Guilherme;Financeiro;R$ 9.800,84]
339;Pedro Lucas;Administrativo;R$ 10.004,42]
340;Jonatan David;Administrativo;R$ 5.196,26]
341;Leonardo Guilherme;Financeiro;R$ 12.993,89]
342;Francisco Rosenilson;Administrativo;R$ 13.387,44]
343;Leonardo Guilherme;Recursos Humanos;R$ 5.388,83]
344;Francisco Rosenilson;Recursos Humanos;R$ 16.013,01]
345;Leonardo Guilherme;Administrativo;R$ 3.088,54]
346;Francisco Rosenilson;Financeiro;R$ 16.868,98]
347;Pedro Lucas;Recursos Humanos;R$ 5.287,11]
348;Leonardo Guilherme;Administrativo;R$ 11.776,07]
349;Jonatan David;Financeiro;R$ 9.219,86]
350;Francisco Rosenilson;Financeiro;R$ 12.168,02]
351;Pedro Lucas;Financeiro;R$ 18.863,35]
352;Jonatan David;Recursos Humanos;R$ 7.827,42]
353;Pedro Lucas;Administrativo;R$ 12.195,83]
354;Leonardo Guilherme;Recursos Humanos;R$ 7.197,20]
355;Francisco Rosenilson;Recursos Humanos;R$ 6.158,56]
356;Francisco Rosenilson;Financeiro;R$ 16.260,56]
357;Leonardo Guilherme;Administrativo;R$ 11.553,69]
358;Jonatan David;Administrativo;R$ 17.109,15]
359;Leonardo Guilherme;Recursos Humanos;R$ 7.772,95]
360;Leonardo Guilherme;Administrativo;R$ 19.008,38]
361;Pedro Lucas;Recursos Humanos;R$ 9.471,86]
362;Leonardo Guilherme;Administrativo;R$ 6.021,23]
363;Leonardo Guilherme;Financeiro;R$ 6.087,53]
364;Jonatan David;Financeiro;R$ 14.065,96]
365;Pedro Lucas;Financeiro;R$ 2.443,73]
366;Francisco Rosenilson;Financeiro;R$ 16.660,22]
367;Jonatan David;Financeiro;R$ 8.595,14]
368;Francisco Rosenilson;Administrativo;R$ 14.543,59]
369;Francisco Rosenilson;Financeiro;R$ 5.533,49]
370;Francisco Rosenilson;Administrativo;R$ 9.872,41]
371;Francisco Rosenilson;Recursos Humanos;R$ 2.411,26]
372;Leonardo Guilherme;Administrativo;R$ 10.745,25]
373;Pedro Lucas;Administrativo;R$ 12.534,58]
374;Leonardo Guilherme;Recursos Humanos;R$ 2.444,38]
375;Jonatan David;Recursos Humanos;R$ 9.535,04]
376;Jonatan David;Administrativo;R$ 17.967,97]
377;Francisco Rosenilson;Financeiro;R$ 15.850,80]
378;Francisco Rosenilson;Administrativo;R$ 16.179,73]
379;Francisco Rosenilson;Financeiro;R$ 8.930,68]
380;Leonardo Guilherme;Recursos Humanos;R$ 13.217,27]
381;Francisco Rosenilson;Recursos Humanos;R$ 16.420,55]
382;Pedro Lucas;Financeiro;R$ 3.677,11]
383;Leonardo Guilherme;Recursos Humanos;R$ 17.999,58]
384;Francisco Rosenilson;Recursos Humanos;R$ 18.534,12]
385;Francisco Rosenilson;Recursos Humanos;R$ 12.504,52]
386;Jonatan David;Financeiro;R$ 10.754,83]
387;Jonatan David;Recursos Humanos;R$ 18.513,58]
388;Francisco Rosenilson;Recursos Humanos;R$ 17.128,59]
389;Jonatan David;Recursos Humanos;R$ 14.656,98]
390;Leonardo Guilherme;Administrativo;R$ 11.967,49]
391;Francisco Rosenilson;Financeiro;R$ 10.579,51]
392;Leonardo Guilherme;Recursos Humanos;R$ 5.015,61]
393;Francisco Rosenilson;Administrativo;R$ 12.701,23]
394;Francisco Rosenilson;Administrativo;R$ 12.159,68]
395;Francisco Rosenilson;Administrativo;R$ 14.705,48]
396;Pedro Lucas;Financeiro;R$ 17.348,16]
397;Jonatan David;Administrativo;R$ 5.029,29]
398;Jonatan David;Recursos Humanos;R$ 3.502,40]
399;Leonardo Guilherme;Financeiro;R$ 8.539,16]
400;Pedro Lucas;Recursos Humanos;R$ 9.143,07]
401;Pedro Lucas;Financeiro;R$ 7.046,32]
402;Francisco Rosenilson;Recursos Humanos;R$ 19.957,16]
403;Leonardo Guilherme;Administrativo;R$ 5.348,33]
404;Jonatan David;Administrativo;R$ 14.594,90]
405;Jonatan David;Financeiro;R$ 14.079,93]
406;Jonatan David;Recursos Humanos;R$ 13.613,43]
407;Pedro Lucas;Financeiro;R$ 17.814,09]
408;Pedro Lucas;Administrativo;R$ 5.673,10]
409;Jonatan David;Financeiro;R$ 6.574,86]
410;Pedro Lucas;Financeiro;R$ 19.844,40]
411;Jonatan David;Financeiro;R$ 15.207,03]
412;Francisco Rosenilson;Financeiro;R$ 9.197,90]
413;Leonardo Guilherme;Recursos Humanos;R$ 17.893,14]
414;Pedro Lucas;Recursos Humanos;R$ 2.726,68]
415;Jonatan David;Administrativo;R$ 4.516,55]
416;Francisco Rosenilson;Recursos Humanos;R$ 2.090,00]
417;Leonardo Guilherme;Financeiro;R$ 19.540,23]
418;Pedro Lucas;Recursos Humanos;R$ 18.668,99]
419;Pedro Lucas;Financeiro;R$ 10.603,82]
420;Jonatan David;Financeiro;R$ 8.989,65]
421;Jonatan David;Administrativo;R$ 13.137,40]
422;Pedro Lucas;Administrativo;R$ 8.695,33]
423;Pedro Lucas;Financeiro;R$ 4.948,64]
424;Francisco Rosenilson;Financeiro;R$ 2.940,27]
425;Pedro Lucas;Administrativo;R$ 2.960,55]
426;Francisco Rosenilson;Financeiro;R$ 10.327,91]
427;Francisco Rosenilson;Recursos Humanos;R$ 17.060,38]
428;Pedro Lucas;Financeiro;R$ 6.331,93]
429;Jonatan David;Recursos Humanos;R$ 13.365,91]
430;Francisco Rosenilson;Financeiro;R$ 18.515,03]
431;Leonardo Guilherme;Financeiro;R$ 19.123,48]
432;Leonardo Guilherme;Recursos Humanos;R$ 19.800,02]
433;Francisco Rosenilson;Financeiro;R$ 13.922,94]
434;Jonatan David;Recursos Humanos;R$ 7.549,40]
435;Leonardo Guilherme;Financeiro;R$ 6.947,79]
436;Leonardo Guilherme;Financeiro;R$ 5.274,54]
437;Francisco Rosenilson;Recursos Humanos;R$ 15.574,62]
438;Jonatan David;Administrativo;R$ 18.422,10]
439;Francisco Rosenilson;Financeiro;R$ 2.793,97]
440;Pedro Lucas;Financeiro;R$ 9.875,06]
441;Francisco Rosenilson;Financeiro;R$ 11.645,60]
442;Jonatan David;Financeiro;R$ 4.557,52]
443;Jonatan David;Recursos Humanos;R$ 16.144,36]
444;Jonatan David;Recursos Humanos;R$ 17.846,94]
445;Francisco Rosenilson;Administrativo;R$ 18.018,34]
446;Pedro Lucas;Administrativo;R$ 15.374,57]
447;Leonardo Guilherme;Recursos Humanos;R$ 2.989,56]
448;Jonatan David;Financeiro;R$ 4.233,92]
449;Francisco Rosenilson;Recursos Humanos;R$ 3.297,72]
450;Jonatan David;Recursos Humanos;R$ 5.619,57]
451;Pedro Lucas;Financeiro;R$ 12.701,15]
452;Leonardo Guilherme;Recursos Humanos;R$ 2.482,55]
453;Jonatan David;Administrativo;R$ 8.284,41]
454;Jonatan David;Recursos Humanos;R$ 2.915,97]
455;Jonatan David;Financeiro;R$ 14.060,68]
456;Leonardo Guilherme;Administrativo;R$ 2.673,61]
457;Francisco Rosenilson;Recursos Humanos;R$ 2.577,14]
458;Leonardo Guilherme;Administrativo;R$ 2.476,37]
459;Leonardo Guilherme;Financeiro;R$ 12.515,43]
460;Leonardo Guilherme;Administrativo;R$ 5.575,98]
461;Leonardo Guilherme;Administrativo;R$ 2.624,42]
462;Francisco Rosenilson;Financeiro;R$ 6.422,03]
463;Pedro Lucas;Financeiro;R$ 13.231,09]
464;Leonardo Guilherme;Administrativo;R$ 4.218,21]
465;Jonatan David;Financeiro;R$ 8.045,86]
466;Francisco Rosenilson;Financeiro;R$ 17.655,28]
467;Pedro Lucas;Administrativo;R$ 19.011,85]
468;Leonardo Guilherme;Administrativo;R$ 11.173,03]
469;Jonatan David;Recursos Humanos;R$ 19.543,51]
470;Leonardo Guilherme;Financeiro;R$ 18.730,09]
471;Jonatan David;Recursos Humanos;R$ 4.657,99]
472;Jonatan David;Recursos Humanos;R$ 2.250,30]
